CMDLINE python pic_vector_optimized.py
MEM 2.523438 1772911530.4034
MEM 33.015625 1772911530.5037
MEM 50.160156 1772911530.6041
MEM 60.753906 1772911530.7046
MEM 71.210938 1772911530.8051
MEM 83.339844 1772911530.9056
MEM 34.421875 1772911531.0066
