CMDLINE python pic_vector_optimized.py
MEM 1.964844 1772915635.3067
MEM 33.796875 1772915635.4070
MEM 51.707031 1772915635.5073
MEM 61.968750 1772915635.6076
MEM 72.679688 1772915635.7078
MEM 81.789062 1772915635.8081
MEM 72.445312 1772915635.9085
