CMDLINE python pic_vector_optimized.py
MEM 1.972656 1772915778.0362
MEM 33.601562 1772915778.1368
MEM 50.671875 1772915778.2373
MEM 61.867188 1772915778.3378
MEM 72.164062 1772915778.4383
MEM 85.386719 1772915778.5388
