CMDLINE python pic_vector_optimized.py
MEM 1.984375 1772915674.8977
MEM 33.191406 1772915674.9980
MEM 49.968750 1772915675.0985
MEM 60.828125 1772915675.1988
MEM 73.335938 1772915675.2994
MEM 83.246094 1772915675.3999
MEM 38.238281 1772915675.5007
